"","race_grouping","aggregate_sentence_length"
"1051","Non Indigenous",872
"1052","Non Indigenous",914
"1053","Non Indigenous",730
"1054","Non Indigenous",2802
"1055","Non Indigenous",1642
"1056","Non Indigenous",3838
"1057","Non Indigenous",1164
"1058","Non Indigenous",2922
"1059","Non Indigenous",3439
"1060","Non Indigenous",1461
"1061","Non Indigenous",731
"1062","Non Indigenous",1860
"1063","Non Indigenous",3753
"1064","Non Indigenous",745
"1065","Indigenous",730
"1066","Non Indigenous",1461
"1067","Non Indigenous",1461
"1068","Indigenous",1253
"1069","Non Indigenous",1461
"1070","Non Indigenous",855
"1071","Indigenous",2192
"1072","Non Indigenous",3517
"1073","Non Indigenous",1007
"1074","Non Indigenous",3288
"1075","Non Indigenous",1520
"1076","Non Indigenous",1033
"1077","Non Indigenous",4080
"1078","Indigenous",1490
"1079","Non Indigenous",3134
"1080","Non Indigenous",2815
"1081","Non Indigenous",2877
"1082","Non Indigenous",1095
"1083","Non Indigenous",1544
"1084","Indigenous",1095
"1085","Non Indigenous",730
"1086","Non Indigenous",911
"1087","Non Indigenous",3226
"1088","Indigenous",3471
"1089","Indigenous",1944
"1090","Non Indigenous",914
"1091","Non Indigenous",739
"1092","Non Indigenous",3405
"1093","Non Indigenous",1551
"1094","Non Indigenous",1827
"1095","Non Indigenous",3823
"1096","Indigenous",6484
"1097","Non Indigenous",9893
"1098","Non Indigenous",732
"1099","Indigenous",2557
"1100","Non Indigenous",1255
"1101","Non Indigenous",2591
"1102","Non Indigenous",1386
"1103","Non Indigenous",1630
"1104","Indigenous",1051
"1105","Non Indigenous",1233
"1106","Indigenous",1249
"1107","Non Indigenous",1827
"1108","Non Indigenous",2740
"1109","Non Indigenous",2191
"1110","Non Indigenous",974
"1111","Indigenous",730
"1112","Non Indigenous",1143
"1113","Non Indigenous",2192
"1114","Non Indigenous",914
"1115","Indigenous",913
"1116","Indigenous",777
"1117","Non Indigenous",2557
"1118","Indigenous",2557
"1119","Indigenous",731
"1120","Non Indigenous",730
"1121","Non Indigenous",1736
"1122","Indigenous",730
"1123","Non Indigenous",913
"1124","Indigenous",853
"1125","Non Indigenous",2132
"1126","Non Indigenous",1269
"1127","Non Indigenous",914
"1128","Indigenous",1212
"1129","Indigenous",1917
"1130","Non Indigenous",2130
"1131","Non Indigenous",730
"1132","Non Indigenous",1461
"1133","Non Indigenous",2039
"1134","Non Indigenous",806
"1135","Non Indigenous",1096
"1136","Indigenous",1131
"1137","Non Indigenous",1675
"1138","Non Indigenous",1003
"1139","Indigenous",1612
"1140","Non Indigenous",1827
"1141","Indigenous",990
"1142","Non Indigenous",1470
"1143","Non Indigenous",1339
"1144","Non Indigenous",1096
"1145","Non Indigenous",1400
"1146","Non Indigenous",731
"1147","Non Indigenous",2108
"1148","Indigenous",2587
"1149","Non Indigenous",2007
"1150","Non Indigenous",1673
"1151","Non Indigenous",2192
"1152","Indigenous",1323
"1153","Non Indigenous",1583
"1154","Non Indigenous",1353
"1155","Non Indigenous",3394
"1156","Indigenous",1279
"1157","Indigenous",949
"1158","Non Indigenous",838
"1159","Non Indigenous",2191
"1160","Non Indigenous",2677
"1161","Non Indigenous",1096
"1162","Indigenous",1657
"1163","Non Indigenous",731
"1164","Non Indigenous",823
"1165","Indigenous",824
"1166","Non Indigenous",912
"1167","Non Indigenous",913
"1168","Indigenous",1095
"1169","Non Indigenous",1290
"1170","Non Indigenous",960
"1171","Non Indigenous",2161
"1172","Non Indigenous",2859
"1173","Indigenous",1121
"1174","Indigenous",959
"1175","Non Indigenous",2526
"1176","Non Indigenous",730
"1177","Non Indigenous",1096
"1178","Non Indigenous",1689
"1179","Non Indigenous",4444
"1180","Indigenous",2162
"1181","Non Indigenous",1136
"1182","Non Indigenous",731
"1183","Non Indigenous",1371
"1184","Non Indigenous",835
"1185","Non Indigenous",2192
"1186","Non Indigenous",1826
"1187","Non Indigenous",1706
"1188","Non Indigenous",1461
"1189","Indigenous",1310
"1190","Non Indigenous",1641
"1191","Non Indigenous",8036
"1192","Indigenous",2328
"1193","Non Indigenous",747
"1194","Non Indigenous",914
"1195","Non Indigenous",1096
"1196","Indigenous",899
"1197","Non Indigenous",2922
"1198","Non Indigenous",1642
"1199","Non Indigenous",1399
"1200","Non Indigenous",1279
"1201","Non Indigenous",1157
"1202","Non Indigenous",1188
"1203","Non Indigenous",762
"1204","Non Indigenous",1612
"1205","Non Indigenous",2883
"1206","Non Indigenous",2523
"1207","Non Indigenous",731
"1208","Non Indigenous",1096
"1209","Non Indigenous",1461
"1210","Non Indigenous",732
"1211","Indigenous",911
"1212","Non Indigenous",1340
"1213","Non Indigenous",1041
"1214","Indigenous",2161
"1215","Non Indigenous",2418
"1216","Non Indigenous",1167
"1217","Non Indigenous",1461
"1218","Non Indigenous",2771
"1219","Non Indigenous",15109
"1220","Non Indigenous",1259
"1221","Non Indigenous",1780
"1222","Indigenous",2191
"1223","Indigenous",826
"1224","Non Indigenous",1827
"1225","Indigenous",2200
"1226","Non Indigenous",1461
"1227","Non Indigenous",3579
"1228","Non Indigenous",1826
"1229","Non Indigenous",2556
"1230","Non Indigenous",6574
"1231","Indigenous",2198
"1232","Non Indigenous",852
"1233","Non Indigenous",730
"1234","Non Indigenous",1006
"1235","Non Indigenous",2191
"1236","Non Indigenous",3652
"1237","Non Indigenous",731
"1238","Non Indigenous",1096
"1239","Non Indigenous",731
"1240","Non Indigenous",2102
"1241","Indigenous",730
"1242","Non Indigenous",730
"1243","Non Indigenous",1096
"1244","Non Indigenous",879
"1245","Indigenous",1522
"1246","Non Indigenous",1643
"1247","Non Indigenous",2850
"1248","Non Indigenous",731
"1249","Indigenous",2557
"1250","Indigenous",1627
"1251","Non Indigenous",3043
"1252","Non Indigenous",913
"1253","Non Indigenous",2501
"1254","Non Indigenous",1642
"1255","Non Indigenous",1282
"1256","Non Indigenous",2834
"1257","Non Indigenous",1376
"1258","Non Indigenous",821
"1259","Non Indigenous",1879
"1260","Non Indigenous",856
"1261","Non Indigenous",921
"1262","Non Indigenous",3104
"1263","Non Indigenous",2436
"1264","Non Indigenous",2631
"1265","Non Indigenous",972
"1266","Non Indigenous",1735
"1267","Indigenous",1265
"1268","Non Indigenous",2083
"1269","Non Indigenous",730
"1270","Non Indigenous",1735
"1271","Non Indigenous",1792
"1272","Non Indigenous",791
"1273","Non Indigenous",1826
"1274","Indigenous",2557
"1275","Non Indigenous",1576
"1276","Non Indigenous",730
"1277","Indigenous",1193
"1278","Non Indigenous",1277
"1279","Non Indigenous",2008
"1280","Non Indigenous",2167
"1281","Non Indigenous",730
"1282","Non Indigenous",730
"1283","Non Indigenous",1870
"1284","Non Indigenous",731
"1285","Indigenous",1357
"1286","Non Indigenous",1706
"1287","Non Indigenous",2191
"1288","Non Indigenous",901
"1289","Non Indigenous",783
"1290","Indigenous",1198
"1291","Indigenous",731
"1292","Non Indigenous",1970
"1293","Non Indigenous",1596
"1294","Non Indigenous",1084
"1295","Non Indigenous",810
"1296","Non Indigenous",8523
"1297","Non Indigenous",3653
"1298","Non Indigenous",1131
"1299","Non Indigenous",3224
"1300","Non Indigenous",1644
"1301","Non Indigenous",1277
"1302","Indigenous",1736
"1303","Indigenous",731
"1304","Indigenous",1096
"1305","Non Indigenous",912
"1306","Non Indigenous",881
"1307","Non Indigenous",1811
"1308","Non Indigenous",1065
"1309","Non Indigenous",767
"1310","Non Indigenous",2922
"1311","Non Indigenous",1461
"1312","Non Indigenous",5479
"1313","Non Indigenous",1245
"1314","Non Indigenous",1278
"1315","Non Indigenous",1583
"1316","Non Indigenous",1983
"1317","Non Indigenous",860
"1318","Non Indigenous",731
"1319","Non Indigenous",1737
"1320","Indigenous",1188
"1321","Non Indigenous",912
"1322","Indigenous",2383
"1323","Non Indigenous",915
"1324","Non Indigenous",1675
"1325","Indigenous",1345
"1326","Non Indigenous",732
"1327","Non Indigenous",2009
"1328","Non Indigenous",730
"1329","Non Indigenous",824
"1330","Non Indigenous",731
"1331","Non Indigenous",1461
"1332","Non Indigenous",730
"1333","Non Indigenous",1826
"1334","Non Indigenous",791
"1335","Indigenous",865
"1336","Non Indigenous",1238
"1337","Indigenous",1096
"1338","Non Indigenous",2072
"1339","Non Indigenous",4018
"1340","Non Indigenous",2207
"1341","Non Indigenous",1127
"1342","Non Indigenous",1978
"1343","Non Indigenous",730
"1344","Non Indigenous",874
"1345","Non Indigenous",730
"1346","Non Indigenous",1846
"1347","Non Indigenous",1764
"1348","Non Indigenous",1475
"1349","Non Indigenous",911
"1350","Non Indigenous",2192
"1351","Non Indigenous",1279
"1352","Non Indigenous",2192
"1353","Non Indigenous",1126
"1354","Non Indigenous",1461
"1355","Non Indigenous",2862
"1356","Non Indigenous",1278
"1357","Non Indigenous",730
"1358","Non Indigenous",1338
"1359","Non Indigenous",2007
"1360","Non Indigenous",1372
"1361","Indigenous",1102
"1362","Non Indigenous",4692
"1363","Indigenous",730
"1364","Non Indigenous",1272
"1365","Non Indigenous",1075
"1366","Non Indigenous",1815
"1367","Non Indigenous",3653
"1368","Non Indigenous",4200
"1369","Non Indigenous",851
"1370","Non Indigenous",2541
"1371","Non Indigenous",2278
"1372","Indigenous",1034
"1373","Non Indigenous",2854
"1374","Non Indigenous",1642
"1375","Non Indigenous",1096
"1376","Non Indigenous",923
"1377","Non Indigenous",2191
"1378","Non Indigenous",1279
"1379","Indigenous",2799
"1380","Non Indigenous",731
"1381","Non Indigenous",1096
"1382","Non Indigenous",1688
"1383","Indigenous",4933
"1384","Indigenous",2873
"1385","Non Indigenous",1461
"1386","Non Indigenous",730
"1387","Non Indigenous",1643
"1388","Non Indigenous",883
"1389","Non Indigenous",3014
"1390","Non Indigenous",1369
"1391","Non Indigenous",915
"1392","Non Indigenous",2571
"1393","Non Indigenous",912
"1394","Non Indigenous",730
"1395","Indigenous",1492
"1396","Non Indigenous",1553
"1397","Non Indigenous",1096
"1398","Non Indigenous",1277
"1399","Indigenous",1688
"1400","Non Indigenous",2163
"1401","Non Indigenous",1400
"1402","Indigenous",2024
"1403","Non Indigenous",1661
"1404","Non Indigenous",1453
"1405","Non Indigenous",2009
"1406","Non Indigenous",1461
"1407","Non Indigenous",858
"1408","Non Indigenous",2009
"1409","Non Indigenous",893
"1410","Non Indigenous",2010
"1411","Non Indigenous",1461
"1412","Non Indigenous",779
"1413","Non Indigenous",1400
"1414","Non Indigenous",2192
"1415","Non Indigenous",1096
"1416","Non Indigenous",942
"1417","Non Indigenous",905
"1418","Indigenous",3016
"1419","Non Indigenous",734
"1420","Non Indigenous",914
"1421","Non Indigenous",967
"1422","Indigenous",1186
"1423","Indigenous",765
"1424","Indigenous",1096
"1425","Indigenous",914
"1426","Indigenous",7481
"1427","Non Indigenous",732
"1428","Non Indigenous",1826
"1429","Non Indigenous",731
"1430","Non Indigenous",3653
"1431","Indigenous",1461
"1432","Non Indigenous",731
"1433","Non Indigenous",2738
"1434","Indigenous",853
"1435","Non Indigenous",731
"1436","Indigenous",1172
"1437","Non Indigenous",731
"1438","Non Indigenous",3470
"1439","Non Indigenous",2891
"1440","Non Indigenous",913
"1441","Non Indigenous",2191
"1442","Non Indigenous",761
"1443","Non Indigenous",3236
"1444","Non Indigenous",730
"1445","Indigenous",1433
"1446","Non Indigenous",2863
"1447","Non Indigenous",1073
"1448","Non Indigenous",3469
"1449","Non Indigenous",1041
"1450","Non Indigenous",2876
"1451","Non Indigenous",2348
"1452","Non Indigenous",751
"1453","Non Indigenous",3141
"1454","Non Indigenous",1999
"1455","Non Indigenous",1431
"1456","Non Indigenous",1370
"1457","Non Indigenous",1766
"1458","Non Indigenous",911
"1459","Non Indigenous",2068
"1460","Non Indigenous",2922
"1461","Non Indigenous",1737
"1462","Non Indigenous",820
"1463","Indigenous",1645
"1464","Non Indigenous",1453
"1465","Indigenous",1096
"1466","Non Indigenous",898
"1467","Non Indigenous",1826
"1468","Non Indigenous",1673
"1469","Indigenous",14989
"1470","Non Indigenous",958
"1471","Indigenous",2802
"1472","Non Indigenous",798
"1473","Non Indigenous",730
"1474","Non Indigenous",912
"1475","Non Indigenous",791
"1476","Non Indigenous",3713
"1477","Non Indigenous",21915
"1478","Indigenous",761
"1479","Non Indigenous",1826
"1480","Indigenous",1037
"1481","Non Indigenous",731
"1482","Non Indigenous",2176
"1483","Non Indigenous",730
"1484","Indigenous",2023
"1485","Non Indigenous",1811
"1486","Indigenous",1065
"1487","Non Indigenous",731
"1488","Indigenous",3105
"1489","Indigenous",925
"1490","Non Indigenous",2010
"1491","Non Indigenous",1096
"1492","Non Indigenous",847
"1493","Non Indigenous",1217
"1494","Non Indigenous",1461
"1495","Non Indigenous",2012
"1496","Non Indigenous",904
"1497","Non Indigenous",2952
"1498","Non Indigenous",1856
"1499","Indigenous",1021
"1500","Non Indigenous",2922
"1501","Indigenous",1096
"1502","Non Indigenous",1461
"1503","Indigenous",908
"1504","Non Indigenous",2254
"1505","Indigenous",954
"1506","Non Indigenous",2265
"1507","Non Indigenous",5844
"1508","Non Indigenous",1461
"1509","Non Indigenous",3653
"1510","Indigenous",2928
"1511","Non Indigenous",1369
"1512","Indigenous",730
"1513","Non Indigenous",2557
"1514","Non Indigenous",1826
"1515","Non Indigenous",3226
"1516","Indigenous",745
"1517","Non Indigenous",2892
"1518","Non Indigenous",913
"1519","Non Indigenous",730
"1520","Non Indigenous",745
"1521","Non Indigenous",1614
"1522","Non Indigenous",900
"1523","Non Indigenous",1101
"1524","Non Indigenous",2946
"1525","Indigenous",746
"1526","Non Indigenous",1735
"1527","Non Indigenous",1461
"1528","Indigenous",1827
"1529","Non Indigenous",852
"1530","Non Indigenous",3288
"1531","Non Indigenous",786
"1532","Non Indigenous",2739
"1533","Non Indigenous",4199
"1534","Non Indigenous",1096
"1535","Non Indigenous",851
"1536","Non Indigenous",730
"1537","Non Indigenous",1461
"1538","Indigenous",2452
"1539","Non Indigenous",899
"1540","Indigenous",2008
"1541","Non Indigenous",771
"1542","Indigenous",2465
"1543","Indigenous",1157
"1544","Indigenous",1095
"1545","Non Indigenous",1382
"1546","Non Indigenous",3287
"1547","Non Indigenous",732
"1548","Non Indigenous",2998
"1549","Indigenous",912
"1550","Non Indigenous",1095
"1551","Non Indigenous",9010
"1552","Indigenous",1827
"1553","Non Indigenous",4199
"1554","Non Indigenous",821
"1555","Non Indigenous",1461
"1556","Non Indigenous",2150
"1557","Indigenous",730
"1558","Non Indigenous",848
"1559","Non Indigenous",1114
"1560","Non Indigenous",1428
"1561","Non Indigenous",1400
"1562","Non Indigenous",1461
"1563","Non Indigenous",1280
"1564","Non Indigenous",1065
"1565","Indigenous",2680
"1566","Indigenous",2586
"1567","Non Indigenous",4047
"1568","Non Indigenous",2191
"1569","Non Indigenous",1497
"1570","Non Indigenous",777
"1571","Non Indigenous",2480
"1572","Non Indigenous",747
"1573","Non Indigenous",2010
"1574","Indigenous",2994
"1575","Non Indigenous",1411
"1576","Non Indigenous",730
"1577","Non Indigenous",2483
"1578","Non Indigenous",1278
"1579","Indigenous",915
"1580","Non Indigenous",913
"1581","Non Indigenous",3042
"1582","Indigenous",823
"1583","Non Indigenous",1095
"1584","Non Indigenous",972
"1585","Non Indigenous",1277
"1586","Non Indigenous",912
"1587","Non Indigenous",1310
"1588","Non Indigenous",1858
"1589","Non Indigenous",1534
"1590","Non Indigenous",780
"1591","Non Indigenous",1096
"1592","Non Indigenous",6057
"1593","Non Indigenous",1156
"1594","Non Indigenous",1623
"1595","Non Indigenous",2315
"1596","Non Indigenous",2450
"1597","Non Indigenous",1825
"1598","Non Indigenous",913
"1599","Non Indigenous",748
"1600","Non Indigenous",5296
"1601","Non Indigenous",2556
"1602","Indigenous",2375
"1603","Non Indigenous",1240
"1604","Indigenous",3652
"1605","Non Indigenous",1461
"1606","Non Indigenous",1239
"1607","Non Indigenous",12095
"1608","Indigenous",2028
"1609","Non Indigenous",1188
"1610","Non Indigenous",1826
"1611","Non Indigenous",2189
"1612","Non Indigenous",1826
"1613","Non Indigenous",1643
"1614","Non Indigenous",730
"1615","Non Indigenous",1294
"1616","Non Indigenous",4932
"1617","Indigenous",2834
"1618","Non Indigenous",1596
"1619","Indigenous",806
"1620","Indigenous",4079
"1621","Non Indigenous",1461
"1622","Non Indigenous",974
"1623","Non Indigenous",5354
"1624","Non Indigenous",1461
"1625","Indigenous",959
"1626","Non Indigenous",3836
"1627","Non Indigenous",976
"1628","Indigenous",762
"1629","Non Indigenous",3066
"1630","Indigenous",1113
"1631","Indigenous",1219
"1632","Non Indigenous",1619
"1633","Indigenous",731
"1634","Non Indigenous",1141
"1635","Indigenous",1095
"1636","Non Indigenous",1764
"1637","Non Indigenous",4610
"1638","Indigenous",1219
"1639","Non Indigenous",1278
"1640","Non Indigenous",1775
"1641","Indigenous",2710
"1642","Indigenous",760
"1643","Non Indigenous",734
"1644","Non Indigenous",1918
"1645","Non Indigenous",1794
"1646","Non Indigenous",3653
"1647","Indigenous",730
"1648","Indigenous",741
"1649","Non Indigenous",6755
"1650","Non Indigenous",1247
"1651","Indigenous",1640
"1652","Indigenous",875
"1653","Non Indigenous",1257
"1654","Non Indigenous",1095
"1655","Non Indigenous",731
"1656","Non Indigenous",1358
"1657","Indigenous",1583
