0,1,2,3,4,5,6,7,8,9,10,11
217,WHITE,Non Indigenous,MALE,61,Incarcerated,,INDETERMINATE,0,QUEBEC,DIVORCED,CATH NON-SPEC
218,BLACK,Non Indigenous,MALE,28,Supervised,SR,DETERMINATE,1765,QUEBEC,COMMON LAW,CATH NON-SPEC
219,WHITE,Non Indigenous,FEMALE,47,Supervised,FP,DETERMINATE,1461,ONTARIO,DIVORCED,CHRI NON SPEC
220,ARAB/WEST ASIAN,Non Indigenous,MALE,44,Incarcerated,,INDETERMINATE,0,QUEBEC,SINGLE,MUSLIM
221,WHITE,Non Indigenous,MALE,27,Supervised,SR,DETERMINATE,1096,ONTARIO,SINGLE,CATHOLIC - ROMA
222,WHITE,Non Indigenous,MALE,32,Supervised,FP,INDETERMINATE,0,BRITISH COLUMBIA,COMMON LAW,CATHOLIC - ROMA
223,WHITE,Non Indigenous,MALE,73,Incarcerated,,INDETERMINATE,0,ONTARIO,SINGLE,PROT NON-SPEC
224,NORTH AMERICAN,Indigenous,FEMALE,32,Incarcerated,,DETERMINATE,1128,SASKATCHEWAN,SINGLE,
225,WHITE,Non Indigenous,MALE,36,Supervised,SR,DETERMINATE,731,ALBERTA,COMMON LAW,NONE
226,WHITE,Non Indigenous,MALE,53,Supervised,FP,DETERMINATE,1461,NEW BRUNSWICK,SINGLE,CATH NON-SPEC
227,NORTH AMERICAN,Indigenous,FEMALE,54,Incarcerated,,DETERMINATE,2694,ALBERTA,COMMON LAW,
228,BLACK,Non Indigenous,MALE,49,Incarcerated,,INDETERMINATE,0,ONTARIO,MARRIED,MUSLIM
229,ARAB/WEST ASIAN,Non Indigenous,FEMALE,38,Incarcerated,,DETERMINATE,2813,ONTARIO,SINGLE,CHRI NON SPEC
230,NORTH AMERICAN,Indigenous,MALE,27,Supervised,FP,DETERMINATE,1249,NOVA SCOTIA,COMMON LAW,CHRI NON SPEC
231,WHITE,Non Indigenous,MALE,48,Incarcerated,,INDETERMINATE,0,QUEBEC,SINGLE,CATH NON-SPEC
232,NORTH AMERICAN,Indigenous,MALE,27,Incarcerated,,DETERMINATE,2313,ALBERTA,COMMON LAW,NATIVE SPIRITUA
233,NORTH AMERICAN,Indigenous,MALE,31,Incarcerated,,DETERMINATE,1095,MANITOBA,COMMON LAW,NATIVE SPIRITUA
234,WHITE,Non Indigenous,MALE,39,Supervised,FP,DETERMINATE,1096,ONTARIO,UNKNOWN,
235,WHITE,Non Indigenous,MALE,39,Supervised,SR,DETERMINATE,2800,QUEBEC,COMMON LAW,CATH NON-SPEC
236,NORTH AMERICAN,Indigenous,MALE,28,Incarcerated,,DETERMINATE,1614,ALBERTA,COMMON LAW,CHRI NON SPEC
237,WHITE,Non Indigenous,MALE,62,Supervised,FP,DETERMINATE,1371,ONTARIO,MARRIED,CATHOLIC - ROMA
238,WHITE,Non Indigenous,MALE,39,Incarcerated,,DETERMINATE,1242,ONTARIO,UNKNOWN,MUSLIM
239,WHITE,Non Indigenous,MALE,67,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,SINGLE,CATHOLIC - ROMA
240,WHITE,Non Indigenous,MALE,59,Incarcerated,,DETERMINATE,1893,BRITISH COLUMBIA,MARRIED,PROT NON-SPEC
241,WHITE,Non Indigenous,MALE,34,Incarcerated,,DETERMINATE,912,QUEBEC,SINGLE,CATH NON-SPEC
242,WHITE,Non Indigenous,FEMALE,21,Incarcerated,,DETERMINATE,2557,ALBERTA,SINGLE,NONE
243,BLACK,Non Indigenous,MALE,30,Supervised,FP,DETERMINATE,2191,ONTARIO,COMMON LAW,CHRI NON SPEC
244,WHITE,Non Indigenous,MALE,35,Incarcerated,,DETERMINATE,730,ALBERTA,COMMON LAW,NONE
245,LATIN AMERICAN,Non Indigenous,MALE,39,Supervised,FP,DETERMINATE,915,ALBERTA,SINGLE,CATH NON-SPEC
246,WHITE,Non Indigenous,MALE,27,Incarcerated,,DETERMINATE,1645,ALBERTA,SINGLE,
247,WHITE,Non Indigenous,MALE,52,Supervised,DP,INDETERMINATE,0,BRITISH COLUMBIA,MARRIED,PROT NON-SPEC
248,NORTH AMERICAN,Indigenous,FEMALE,38,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,SINGLE,ATHEIST
249,BLACK,Non Indigenous,MALE,35,Supervised,FP,DETERMINATE,2922,ONTARIO,MARRIED,CHRI NON SPEC
250,NORTH AMERICAN,Indigenous,MALE,52,Incarcerated,,DETERMINATE,2025,BRITISH COLUMBIA,SINGLE,SCIENTOLOGY
251,ASI-E/SOUTHEAST,Non Indigenous,MALE,25,Supervised,FP,DETERMINATE,730,ALBERTA,SINGLE,
252,WHITE,Non Indigenous,MALE,25,Incarcerated,,DETERMINATE,731,NOVA SCOTIA,SINGLE,NONE
253,ARAB/WEST ASIAN,Non Indigenous,MALE,34,Supervised,FP,DETERMINATE,3167,ONTARIO,MARRIED,CATHOLIC - ROMA
254,WHITE,Non Indigenous,MALE,45,Incarcerated,,DETERMINATE,1431,QUEBEC,COMMON LAW,CATH NON-SPEC
255,METIS,Indigenous,MALE,29,Incarcerated,,DETERMINATE,1404,MANITOBA,SINGLE,CATHOLIC - ROMA
256,NORTH AMERICAN,Indigenous,MALE,27,Incarcerated,,DETERMINATE,924,ONTARIO,UNKNOWN,NATIVE SPIRITUA
257,WHITE,Non Indigenous,MALE,24,Incarcerated,,DETERMINATE,871,QUEBEC,SINGLE,ATHEIST
258,WHITE,Non Indigenous,MALE,63,Supervised,FP,INDETERMINATE,0,NEW BRUNSWICK,MARRIED,PROT NON-SPEC
259,WHITE,Non Indigenous,MALE,31,Incarcerated,,DETERMINATE,1099,ONTARIO,UNKNOWN,
260,WHITE,Non Indigenous,MALE,40,Supervised,DP,DETERMINATE,935,ONTARIO,UNKNOWN,NONE
261,WHITE,Non Indigenous,MALE,68,Supervised,LTSO,DETERMINATE,1461,ONTARIO,SEPARATED,CATHOLIC - ROMA
262,INUIT,Indigenous,MALE,25,Incarcerated,,DETERMINATE,730,ONTARIO,NOT DETERMINED,CATH NON-SPEC
263,WHITE,Non Indigenous,MALE,60,Incarcerated,,DETERMINATE,2604,ONTARIO,SEPARATED,NONE
264,WHITE,Non Indigenous,MALE,57,Supervised,SR,DETERMINATE,792,ONTARIO,COMMON LAW,CATHOLIC - ROMA
265,S. E. ASIAN,Non Indigenous,MALE,27,Incarcerated,,DETERMINATE,2120,BRITISH COLUMBIA,SINGLE,HINDU
266,WHITE,Non Indigenous,MALE,37,Supervised,FP,DETERMINATE,1176,MANITOBA,COMMON LAW,CATHOLIC - ROMA
267,ARAB,Non Indigenous,MALE,50,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,DIVORCED,MUSLIM
268,WHITE,Non Indigenous,MALE,53,Incarcerated,,INDETERMINATE,0,SASKATCHEWAN,MARRIED,NONE
269,INUIT,Indigenous,MALE,42,Incarcerated,,DETERMINATE,1537,ONTARIO,COMMON LAW,
270,WHITE,Non Indigenous,MALE,73,Incarcerated,,DETERMINATE,1643,ONTARIO,MARRIED,NOT STATED
271,METIS,Indigenous,MALE,51,Incarcerated,,DETERMINATE,1112,ALBERTA,SINGLE,CATH NON-SPEC
272,NORTH AMERICAN,Indigenous,MALE,34,Supervised,DP,DETERMINATE,730,ONTARIO,SEPARATED,NAT SPIRIT PROT
273,WHITE,Non Indigenous,MALE,33,Incarcerated,,DETERMINATE,1461,BRITISH COLUMBIA,COMMON LAW,NONE
274,NORTH AMERICAN,Indigenous,MALE,53,Supervised,SR,DETERMINATE,731,SASKATCHEWAN,SINGLE,NONE
275,ASI-E/SOUTHEAST,Non Indigenous,MALE,31,Supervised,DP,DETERMINATE,1095,ONTARIO,COMMON LAW,NONE
276,,Non Indigenous,MALE,33,Incarcerated,,DETERMINATE,1782,SASKATCHEWAN,COMMON LAW,
277,ARAB,Non Indigenous,MALE,41,Incarcerated,,DETERMINATE,1050,QUEBEC,COMMON LAW,RUSSIAN ORTHODO
278,ASI-E/SOUTHEAST,Non Indigenous,MALE,28,Incarcerated,,DETERMINATE,912,ONTARIO,UNKNOWN,BUDDHIST
279,WHITE,Non Indigenous,MALE,39,Supervised,DP,DETERMINATE,1422,NOVA SCOTIA,SINGLE,
280,METIS,Indigenous,MALE,64,Supervised,FP,INDETERMINATE,0,BRITISH COLUMBIA,MARRIED,PROT NON-SPEC
281,WHITE,Non Indigenous,MALE,31,Supervised,FP,DETERMINATE,835,PRINCE EDWARD ISLAND,SINGLE,PROT NON-SPEC
282,WHITE,Non Indigenous,MALE,68,Supervised,FP,INDETERMINATE,0,QUEBEC,COMMON LAW,CATH NON-SPEC
283,WHITE,Non Indigenous,MALE,48,Incarcerated,,DETERMINATE,4155,BRITISH COLUMBIA,SINGLE,CATHOLIC - ROMA
284,WHITE,Non Indigenous,FEMALE,28,Incarcerated,,DETERMINATE,822,QUEBEC,SINGLE,ATHEIST
285,NORTH AMERICAN,Indigenous,MALE,20,Incarcerated,,DETERMINATE,1095,SASKATCHEWAN,SINGLE,NOT STATED
286,METIS,Indigenous,MALE,22,Incarcerated,,DETERMINATE,853,ALBERTA,COMMON LAW,NOT STATED
287,NORTH AMERICAN,Indigenous,MALE,26,Supervised,SR,DETERMINATE,1642,SASKATCHEWAN,UNKNOWN,
288,BLACK,Non Indigenous,MALE,69,Incarcerated,,INDETERMINATE,0,NOVA SCOTIA,SINGLE,PROT NON-SPEC
289,ARAB,Non Indigenous,MALE,32,Supervised,SR,DETERMINATE,731,ONTARIO,SINGLE,MUSLIM
290,WHITE,Non Indigenous,MALE,25,Incarcerated,,DETERMINATE,730,ALBERTA,COMMON LAW,CHRI NON SPEC
291,WHITE,Non Indigenous,MALE,26,Incarcerated,,DETERMINATE,3208,ALBERTA,SINGLE,MUSLIM
292,NORTH AMERICAN,Indigenous,MALE,22,Supervised,SR,DETERMINATE,731,QUEBEC,SINGLE,NONE
293,WHITE,Non Indigenous,MALE,59,Supervised,SR,DETERMINATE,1468,QUEBEC,COMMON LAW,CATH NON-SPEC
294,METIS,Indigenous,MALE,53,Supervised,FP,DETERMINATE,6574,BRITISH COLUMBIA,SINGLE,NONE
295,WHITE,Non Indigenous,MALE,32,Incarcerated,,DETERMINATE,884,BRITISH COLUMBIA,SINGLE,GREEK ORTHODOX
296,WHITE,Non Indigenous,MALE,65,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,SINGLE,CATH NON-SPEC
297,WHITE,Non Indigenous,MALE,55,Supervised,FP,DETERMINATE,1096,QUEBEC,COMMON LAW,CATH NON-SPEC
298,WHITE,Non Indigenous,FEMALE,25,Incarcerated,,INDETERMINATE,0,ONTARIO,SINGLE,CHRI NON SPEC
299,METIS,Indigenous,MALE,28,Incarcerated,,DETERMINATE,1003,BRITISH COLUMBIA,COMMON LAW,
300,WHITE,Non Indigenous,MALE,38,Supervised,FP,DETERMINATE,1826,ONTARIO,COMMON LAW,CHRI NON SPEC
301,WHITE,Non Indigenous,MALE,51,Incarcerated,,DETERMINATE,4624,BRITISH COLUMBIA,SINGLE,CATH NON-SPEC
302,NORTH AMERICAN,Indigenous,MALE,31,Incarcerated,,DETERMINATE,1210,NOVA SCOTIA,SINGLE,CATHOLIC - ROMA
303,WHITE,Non Indigenous,MALE,46,Incarcerated,,INDETERMINATE,0,QUEBEC,MARRIED,CATH NON-SPEC
304,WHITE,Non Indigenous,MALE,36,Supervised,SR,DETERMINATE,792,QUEBEC,SINGLE,CATH NON-SPEC
305,WHITE,Non Indigenous,MALE,47,Incarcerated,,DETERMINATE,1157,NOVA SCOTIA,COMMON LAW,CATHOLIC - ROMA
306,NORTH AMERICAN,Indigenous,MALE,25,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,COMMON LAW,
307,METIS,Indigenous,MALE,31,Incarcerated,,DETERMINATE,1308,ONTARIO,UNKNOWN,
308,NORTH AMERICAN,Indigenous,MALE,28,Incarcerated,,DETERMINATE,730,ALBERTA,COMMON LAW,NOT STATED
309,WHITE,Non Indigenous,MALE,50,Supervised,FP,DETERMINATE,5479,QUEBEC,COMMON LAW,CATH NON-SPEC
310,WHITE,Non Indigenous,MALE,59,Supervised,FP,DETERMINATE,4748,QUEBEC,SINGLE,CATH NON-SPEC
311,WHITE,Non Indigenous,MALE,58,Supervised,FP,DETERMINATE,1491,ONTARIO,MARRIED,BAPTIST
312,WHITE,Non Indigenous,MALE,26,Incarcerated,,DETERMINATE,1278,BRITISH COLUMBIA,SINGLE,CATHOLIC - ROMA
313,SOUTH ASIAN,Non Indigenous,MALE,32,Supervised,SR,DETERMINATE,2375,BRITISH COLUMBIA,SINGLE,NONE
314,NORTH AMERICAN,Indigenous,MALE,22,Incarcerated,,DETERMINATE,1012,MANITOBA,SINGLE,
315,WHITE,Non Indigenous,MALE,35,Incarcerated,,DETERMINATE,2457,ALBERTA,MARRIED,
316,WHITE,Non Indigenous,MALE,51,Supervised,SR,DETERMINATE,1384,SASKATCHEWAN,SINGLE,NONE
317,NORTH AMERICAN,Indigenous,MALE,26,Incarcerated,,DETERMINATE,1508,SASKATCHEWAN,SINGLE,
318,BLACK,Non Indigenous,MALE,32,Incarcerated,,DETERMINATE,2178,ONTARIO,UNKNOWN,RASTAFARIAN
319,WHITE,Non Indigenous,MALE,55,Supervised,SR,DETERMINATE,9557,NEW BRUNSWICK,DIVORCED,PROT NON-SPEC
320,WHITE,Non Indigenous,MALE,74,Supervised,FP,INDETERMINATE,0,MANITOBA,WIDOW(ER),PROT NON-SPEC
321,WHITE,Non Indigenous,MALE,60,Incarcerated,,DETERMINATE,2191,QUEBEC,COMMON LAW,CATH NON-SPEC
322,WHITE,Non Indigenous,MALE,41,Supervised,DP,DETERMINATE,731,ONTARIO,UNKNOWN,
323,WHITE,Non Indigenous,MALE,45,Supervised,SR,DETERMINATE,731,ALBERTA,SINGLE,CATH NON-SPEC
324,WHITE,Non Indigenous,MALE,28,Incarcerated,,DETERMINATE,2740,NEW BRUNSWICK,SINGLE,NONE
325,METIS,Indigenous,MALE,27,Incarcerated,,DETERMINATE,1400,MANITOBA,SINGLE,CATH NON-SPEC
326,WHITE,Non Indigenous,MALE,30,Incarcerated,,DETERMINATE,1766,BRITISH COLUMBIA,MARRIED,NATIVE SPIRITUA
327,WHITE,Non Indigenous,MALE,42,Incarcerated,,DETERMINATE,1348,ALBERTA,DIVORCED,CHRI NON SPEC
328,WHITE,Non Indigenous,MALE,45,Incarcerated,,DETERMINATE,1081,NOVA SCOTIA,COMMON LAW,CATH NON-SPEC
329,NORTH AMERICAN,Indigenous,MALE,30,Incarcerated,,DETERMINATE,3522,MANITOBA,SINGLE,NONE
330,NORTH AMERICAN,Indigenous,MALE,35,Supervised,SR,DETERMINATE,1492,ONTARIO,SINGLE,CATHOLIC - ROMA
331,WHITE,Non Indigenous,MALE,27,Supervised,FP,DETERMINATE,821,QUEBEC,COMMON LAW,CATH NON-SPEC
332,WHITE,Non Indigenous,MALE,50,Incarcerated,,INDETERMINATE,0,ONTARIO,SINGLE,CATHOLIC - ROMA
333,WHITE,Non Indigenous,MALE,57,Supervised,SR,DETERMINATE,3652,QUEBEC,COMMON LAW,CATH NON-SPEC
334,NORTH AMERICAN,Indigenous,MALE,29,Incarcerated,,DETERMINATE,2344,ALBERTA,COMMON LAW,NATIVE SPIRITUA
335,WHITE,Non Indigenous,MALE,54,Incarcerated,,DETERMINATE,911,QUEBEC,SINGLE,CATH NON-SPEC
336,WHITE,Non Indigenous,MALE,46,Incarcerated,,DETERMINATE,1964,BRITISH COLUMBIA,COMMON LAW,WICCA
337,WHITE,Non Indigenous,MALE,28,Incarcerated,,DETERMINATE,730,ALBERTA,SINGLE,CATH NON-SPEC
338,NORTH AMERICAN,Indigenous,MALE,54,Supervised,FP,INDETERMINATE,0,ONTARIO,MARRIED,CATH NON-SPEC
339,WHITE,Non Indigenous,MALE,47,Incarcerated,,DETERMINATE,6283,BRITISH COLUMBIA,SINGLE,NONE
340,WHITE,Non Indigenous,MALE,64,Incarcerated,,DETERMINATE,1826,BRITISH COLUMBIA,SINGLE,CHRI NON SPEC
341,WHITE,Non Indigenous,FEMALE,33,Supervised,SR,DETERMINATE,1096,QUEBEC,SINGLE,CATH NON-SPEC
342,WHITE,Non Indigenous,MALE,35,Incarcerated,,DETERMINATE,1598,QUEBEC,SINGLE,CATH NON-SPEC
343,INUIT,Indigenous,MALE,33,Incarcerated,,INDETERMINATE,0,QUEBEC,SINGLE,ANGLICAN(EPIS.
344,WHITE,Non Indigenous,MALE,35,Supervised,SR,DETERMINATE,1780,ALBERTA,COMMON LAW,NONE
345,BLACK,Non Indigenous,MALE,34,Supervised,SR,DETERMINATE,930,ONTARIO,UNKNOWN,
346,WHITE,Non Indigenous,MALE,50,Supervised,DP,DETERMINATE,975,QUEBEC,COMMON LAW,CATH NON-SPEC
347,CHINESE,Non Indigenous,MALE,46,Supervised,FP,DETERMINATE,2740,ONTARIO,COMMON LAW,CHRI NON SPEC
348,BLACK,Non Indigenous,MALE,25,Incarcerated,,DETERMINATE,2376,ONTARIO,COMMON LAW,ANGLICAN(EPIS.
349,S. E. ASIAN,Non Indigenous,MALE,33,Supervised,SR,DETERMINATE,2678,ONTARIO,MARRIED,CATHOLIC - ROMA
350,WHITE,Non Indigenous,MALE,38,Incarcerated,,DETERMINATE,821,QUEBEC,SINGLE,CATH NON-SPEC
351,WHITE,Non Indigenous,MALE,44,Supervised,SR,DETERMINATE,1185,QUEBEC,SINGLE,CATH NON-SPEC
352,BLACK,Non Indigenous,MALE,40,Incarcerated,,DETERMINATE,1238,QUEBEC,SINGLE,NONE
353,WHITE,Non Indigenous,MALE,20,Incarcerated,,DETERMINATE,1111,ONTARIO,UNKNOWN,CHRI NON SPEC
354,,Non Indigenous,MALE,28,Incarcerated,,DETERMINATE,1082,QUEBEC,SINGLE,HINDU
355,WHITE,Non Indigenous,MALE,41,Incarcerated,,DETERMINATE,1415,BRITISH COLUMBIA,COMMON LAW,CATH NON-SPEC
356,NORTH AMERICAN,Indigenous,MALE,21,Supervised,SR,DETERMINATE,731,BRITISH COLUMBIA,COMMON LAW,NONE
357,WHITE,Non Indigenous,MALE,61,Incarcerated,,DETERMINATE,851,QUEBEC,SINGLE,CATH NON-SPEC
358,ASI-E/SOUTHEAST,Non Indigenous,MALE,36,Supervised,DP,DETERMINATE,1096,ONTARIO,MARRIED,SIKH
359,NORTH AMERICAN,Indigenous,MALE,49,Incarcerated,,DETERMINATE,2221,BRITISH COLUMBIA,NOT DETERMINED,PROT NON-SPEC
360,BLACK,Non Indigenous,MALE,22,Incarcerated,,DETERMINATE,1642,QUEBEC,SINGLE,ATHEIST
361,WHITE,Non Indigenous,MALE,50,Incarcerated,,DETERMINATE,2922,QUEBEC,SINGLE,CATH NON-SPEC
362,WHITE,Non Indigenous,MALE,54,Incarcerated,,DETERMINATE,1826,ALBERTA,SINGLE,NONE
363,WHITE,Non Indigenous,MALE,30,Supervised,DP,DETERMINATE,1126,QUEBEC,COMMON LAW,CATH NON-SPEC
364,NORTH AMERICAN,Indigenous,MALE,29,Incarcerated,,DETERMINATE,932,ALBERTA,COMMON LAW,NOT STATED
365,WHITE,Non Indigenous,MALE,22,Incarcerated,,DETERMINATE,1996,ALBERTA,SINGLE,NOT STATED
366,WHITE,Non Indigenous,MALE,53,Incarcerated,,DETERMINATE,1827,QUEBEC,SINGLE,CATH NON-SPEC
367,WHITE,Non Indigenous,FEMALE,38,Supervised,SR,DETERMINATE,848,QUEBEC,SINGLE,ATHEIST
368,,Non Indigenous,MALE,26,Incarcerated,,DETERMINATE,736,SASKATCHEWAN,SINGLE,
369,CHINESE,Non Indigenous,MALE,49,Incarcerated,,DETERMINATE,1827,BRITISH COLUMBIA,MARRIED,TAOISM
370,BLACK,Non Indigenous,MALE,67,Incarcerated,,INDETERMINATE,0,ONTARIO,MARRIED,MUSLIM
371,WHITE,Non Indigenous,MALE,67,Incarcerated,,INDETERMINATE,0,SASKATCHEWAN,SINGLE,
372,NORTH AMERICAN,Indigenous,MALE,44,Incarcerated,,INDETERMINATE,0,MANITOBA,SINGLE,ANGLICAN(EPIS.
373,WHITE,Non Indigenous,MALE,59,Supervised,SR,DETERMINATE,2922,QUEBEC,SINGLE,CATH NON-SPEC
374,WHITE,Non Indigenous,MALE,67,Incarcerated,,DETERMINATE,1095,QUEBEC,SINGLE,CATHOLIC - ROMA
375,S. E. ASIAN,Non Indigenous,MALE,27,Incarcerated,,DETERMINATE,1095,ONTARIO,UNKNOWN,BUDDHIST
376,WHITE,Non Indigenous,MALE,52,Incarcerated,,INDETERMINATE,0,ONTARIO,COMMON LAW,CHRISTIAN REFOR
377,METIS,Indigenous,MALE,29,Supervised,SR,DETERMINATE,1136,ALBERTA,SINGLE,NONE
378,WHITE,Non Indigenous,MALE,47,Incarcerated,,DETERMINATE,1751,ONTARIO,SINGLE,PROT NON-SPEC
379,WHITE,Non Indigenous,MALE,49,Incarcerated,,DETERMINATE,974,ONTARIO,DIVORCED,CATHOLIC - ROMA
380,BLACK,Non Indigenous,MALE,70,Incarcerated,,INDETERMINATE,0,ONTARIO,DIVORCED,CHRISTIAN REFOR
381,WHITE,Non Indigenous,MALE,48,Supervised,FP,INDETERMINATE,0,QUEBEC,COMMON LAW,CATH NON-SPEC
382,WHITE,Non Indigenous,MALE,44,Incarcerated,,DETERMINATE,2436,NOVA SCOTIA,COMMON LAW,PAGAN
383,WHITE,Non Indigenous,MALE,63,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,SINGLE,NONE
384,WHITE,Non Indigenous,MALE,66,Supervised,FP,DETERMINATE,1208,QUEBEC,DIVORCED,CATH NON-SPEC
385,WHITE,Non Indigenous,MALE,27,Incarcerated,,DETERMINATE,730,NOVA SCOTIA,SINGLE,BAPTIST
386,NORTH AMERICAN,Indigenous,MALE,33,Supervised,SR,DETERMINATE,999,BRITISH COLUMBIA,COMMON LAW,NATIVE SPIRITUA
387,,Non Indigenous,MALE,45,Incarcerated,,DETERMINATE,1095,ONTARIO,UNKNOWN,CATHOLIC - ROMA
388,WHITE,Non Indigenous,MALE,32,Incarcerated,,DETERMINATE,1826,ALBERTA,SINGLE,CHRI NON SPEC
389,WHITE,Non Indigenous,MALE,77,Supervised,FP,INDETERMINATE,0,BRITISH COLUMBIA,MARRIED,CATH NON-SPEC
390,WHITE,Non Indigenous,MALE,46,Incarcerated,,DETERMINATE,1095,ONTARIO,UNKNOWN,CATH NON-SPEC
391,WHITE,Non Indigenous,MALE,24,Supervised,FP,DETERMINATE,1142,BRITISH COLUMBIA,COMMON LAW,CHRI NON SPEC
392,WHITE,Non Indigenous,MALE,36,Supervised,FP,INDETERMINATE,0,NEW BRUNSWICK,SINGLE,CATH NON-SPEC
393,WHITE,Non Indigenous,MALE,31,Incarcerated,,DETERMINATE,1922,NEW BRUNSWICK,SINGLE,WORLDWIDE CHURC
394,BLACK,Non Indigenous,MALE,29,Incarcerated,,DETERMINATE,3165,ONTARIO,COMMON LAW,NONE
395,WHITE,Non Indigenous,MALE,50,Incarcerated,,DETERMINATE,731,QUEBEC,SINGLE,NONE
396,METIS,Indigenous,MALE,49,Incarcerated,,INDETERMINATE,0,QUEBEC,COMMON LAW,CHRISTIAN & MIS
397,WHITE,Non Indigenous,MALE,58,Supervised,FP,INDETERMINATE,0,MANITOBA,DIVORCED,PROT NON-SPEC
398,WHITE,Non Indigenous,MALE,32,Incarcerated,,INDETERMINATE,0,ONTARIO,SINGLE,MUSLIM
399,WHITE,Non Indigenous,MALE,34,Incarcerated,,DETERMINATE,2982,NEW BRUNSWICK,COMMON LAW,NONE
400,NORTH AMERICAN,Indigenous,MALE,56,Supervised,FP,INDETERMINATE,0,SASKATCHEWAN,COMMON LAW,PROT NON-SPEC
401,WHITE,Non Indigenous,MALE,29,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,SINGLE,CHRI NON SPEC
402,METIS,Indigenous,FEMALE,30,Incarcerated,,DETERMINATE,730,ALBERTA,COMMON LAW,CHRI NON SPEC
403,NORTH AMERICAN,Indigenous,MALE,22,Incarcerated,,DETERMINATE,1461,MANITOBA,SINGLE,NATIVE SPIRITUA
404,WHITE,Non Indigenous,MALE,34,Supervised,SR,DETERMINATE,2617,QUEBEC,COMMON LAW,CHRI NON SPEC
405,WHITE,Non Indigenous,MALE,37,Supervised,SR,DETERMINATE,1736,ONTARIO,COMMON LAW,CATHOLIC - ROMA
406,WHITE,Non Indigenous,MALE,28,Supervised,DP,DETERMINATE,1827,BRITISH COLUMBIA,COMMON LAW,NONE
407,NORTH AMERICAN,Indigenous,MALE,63,Incarcerated,,INDETERMINATE,0,ONTARIO,SEPARATED,NATIVE SPIRITUA
408,BLACK,Non Indigenous,MALE,43,Incarcerated,,DETERMINATE,2891,ONTARIO,UNKNOWN,RASTAFARIAN
409,WHITE,Non Indigenous,MALE,54,Incarcerated,,DETERMINATE,1096,ALBERTA,DIVORCED,NONE
410,OTHER,Non Indigenous,FEMALE,62,Incarcerated,,INDETERMINATE,0,SASKATCHEWAN,DIVORCED,MUSLIM
411,WHITE,Non Indigenous,MALE,24,Supervised,SR,DETERMINATE,1216,QUEBEC,COMMON LAW,CATH NON-SPEC
412,WHITE,Non Indigenous,MALE,57,Supervised,SR,DETERMINATE,2665,QUEBEC,SINGLE,PROT NON-SPEC
413,WHITE,Non Indigenous,MALE,63,Supervised,FP,DETERMINATE,2556,QUEBEC,COMMON LAW,CATH NON-SPEC
414,WHITE,Non Indigenous,MALE,44,Incarcerated,,DETERMINATE,1034,ALBERTA,COMMON LAW,CHRI NON SPEC
415,WHITE,Non Indigenous,MALE,52,Supervised,LTSO,DETERMINATE,1582,ONTARIO,SINGLE,AGNOSTIC
416,WHITE,Non Indigenous,MALE,48,Supervised,DP,DETERMINATE,2145,BRITISH COLUMBIA,SINGLE,NONE
417,,Non Indigenous,MALE,33,Incarcerated,,DETERMINATE,4337,ONTARIO,COMMON LAW,
418,WHITE,Non Indigenous,MALE,40,Supervised,FP,DETERMINATE,943,NOVA SCOTIA,DIVORCED,ANGLICAN(EPIS.
419,,Non Indigenous,MALE,35,Incarcerated,,DETERMINATE,1827,ONTARIO,SINGLE,CATHOLIC - ROMA
420,NORTH AMERICAN,Indigenous,MALE,40,Incarcerated,,DETERMINATE,1427,ALBERTA,SINGLE,NATIVE SPIRITUA
421,MULTIRAC/ETHNIC,Non Indigenous,MALE,20,Incarcerated,,DETERMINATE,822,NOVA SCOTIA,SINGLE,MUSLIM
422,WHITE,Non Indigenous,MALE,60,Incarcerated,,INDETERMINATE,0,NEW BRUNSWICK,DIVORCED,PROT NON-SPEC
423,WHITE,Non Indigenous,MALE,52,Incarcerated,,DETERMINATE,1298,ONTARIO,COMMON LAW,PROT NON-SPEC
424,WHITE,Non Indigenous,MALE,28,Supervised,FP,DETERMINATE,1096,ALBERTA,SINGLE,NONE
425,WHITE,Non Indigenous,MALE,31,Incarcerated,,DETERMINATE,5027,QUEBEC,COMMON LAW,ATHEIST
426,,Non Indigenous,MALE,26,Incarcerated,,DETERMINATE,1049,ALBERTA,SINGLE,
427,WHITE,Non Indigenous,MALE,27,Incarcerated,,INDETERMINATE,0,QUEBEC,SINGLE,CATH NON-SPEC
428,BLACK,Non Indigenous,MALE,31,Supervised,SR,DETERMINATE,2191,ONTARIO,COMMON LAW,NONE
429,WHITE,Non Indigenous,FEMALE,27,Incarcerated,,INDETERMINATE,0,QUEBEC,SINGLE,NONE
430,NORTH AMERICAN,Indigenous,FEMALE,52,Incarcerated,,DETERMINATE,742,NOVA SCOTIA,SINGLE,CHRI NON SPEC
431,BLACK,Non Indigenous,MALE,33,Incarcerated,,INDETERMINATE,0,ONTARIO,COMMON LAW,RASTAFARIAN
